coord_x,coord_y,category
203.1759000426081,185.1071485096083,a
178.99912121028828,205.58741572632812,a
154.05552811391857,192.33988143581485,a
211.1601356331206,209.6339474339265,a
185.96240491835968,191.85261872384513,a
207.07512540414015,256.4536870024682,a
195.60319189301947,267.83041809121744,a
195.473890118394,289.93493672636134,a
198.57456205761994,310.59801020584763,a
232.39487194261037,233.84602938814373,a
245.00545475857803,254.01494488885527,a
233.24471840247702,271.2668381539586,a
305.9469377750743,263.38150592511533,a
253.97030970480364,186.95725348805786,a
212.13938962366427,169.34038412306353,a
281.37181640766164,233.55566569191535,a
220.42805086969568,228.60272950491736,a
175.26627248325337,198.67672283093378,a
187.86597513107432,236.31379815745225,a
137.71987206956203,216.74903561946388,a
170.78599071162932,199.04583538049468,a
203.2339505091082,289.2969426062731,a
153.59907510189362,222.83376927598795,a
162.83217730095774,276.8547246962037,a
197.49313202575902,295.3175252589307,a
190.00188248770345,278.4811020507117,a
238.6258891781835,299.1137278491567,a
236.46298705825217,275.05387012646963,a
179.24130987651043,273.8823049329276,a
248.68545441546033,236.45106970663193,a
213.20936378164916,230.53254714599427,a
208.50533492589688,204.33668586914558,a
209.21459068847355,254.56182849073096,a
211.40113552524826,245.1325905546729,a
221.26920317684306,224.87944764951726,a
227.5679786851098,228.06149532215807,a
257.63337686607923,250.21738169385378,a
222.36361752912362,254.5097233117352,a
191.18445841307795,276.73829351688624,a
206.23481424219457,296.99129272119256,a
237.37800597967802,262.8686888597148,a
243.41234318333454,312.7292623553009,a
262.4945027596764,265.4663964424568,a
253.8856005095194,293.95619160303187,a
269.41659094801963,276.9674991897962,a
291.60093933247714,172.93235178346413,a
243.30616442393554,192.12491217845633,a
259.1160204504641,211.77593146984464,a
239.51159795827186,210.10439393786424,a
221.89330451743817,160.76896668497386,a
203.56270493829766,161.73051351798324,a
171.63572003478902,210.55292592138534,a
127.1484770711638,236.77668548194583,a
189.7083836990169,196.49179188278424,a
144.58248171662498,248.54474071077536,a
160.21003362088095,256.1787717705434,a
174.2923888013743,254.53796925581136,a
164.452656015084,352.56616199552946,a
221.6399767839374,322.13369459183406,a
180.12710070326335,321.55684313401616,a
238.89460151908324,356.7737085176571,a
208.56104367701715,364.3272777827369,a
237.2080552686793,330.32898336563863,a
426.5795441748346,281.1669366033029,b
493.9502690483419,249.063754619458,b
441.75130065631873,267.2432975146062,b
403.95780603037366,316.6740769060158,b
420.1398447175116,306.59084085265977,b
405.28210701433085,349.5900793789582,b
440.3021436682781,322.50007880917246,b
432.1367356992536,385.81873528132024,b
388.89927169418644,363.67002599820466,b
472.2278016703769,400.4380827902824,b
476.49493086216813,383.47851829754944,b
487.7617980663839,311.71555663407173,b
514.5612295337028,333.05097131253126,b
532.0502364579186,323.2465045080727,b
538.8266824060453,288.8402964548035,b
545.9127177086566,279.11950004007116,b
472.21117259036953,246.641415240126,b
529.4860084943925,230.63245874733144,b
478.44643675313046,213.210815358706,b
538.2314988817195,224.28178434068388,b
454.2194690581317,218.50392715460356,b
451.39269727130755,257.0269793238602,b
404.4737048667111,252.06710680021982,b
440.29251314567585,297.70467378457386,b
426.16466723476265,365.48136945523737,b
407.3495983660656,359.2054278101995,b
473.8559742247709,442.0788426315115,b
464.7833770080585,415.91023693764305,b
428.5119825799289,388.64879255547316,b
490.1782877776216,373.86880191906266,b
477.740957529671,333.51183204072055,b
546.9791477319177,255.03120339486946,b
487.4296677552041,254.11834171531746,b
500.52821234619245,270.2784121604125,b
498.6413240828553,260.97216762395703,b
535.6901083411318,258.99039981339513,b
551.7483175898881,276.8696108275133,b
456.05982181303,286.08421886011246,b
435.2138914911211,335.35323721983707,b
408.92550089747795,354.8006456307278,b
469.8229492510867,333.59654193677454,b
437.75207676959525,320.8774740302863,b
448.1625068469428,364.586689640145,b
403.52998471445676,367.40723866383223,b
478.33823376638406,363.6731399811283,b
491.92405839805895,370.8946200219995,b
549.758529980491,285.764761829804,b
559.3695958157771,227.41535071665805,b
559.3610495433273,188.36994844451658,b
508.1996337156752,201.67143106173404,b
494.431232425338,128.38685544475385,b
520.8140962530977,164.7326928989412,b
514.7455405125372,164.5678291164951,b
440.6896584194696,183.49220959703564,b
435.69815136292254,250.50475906729253,b
415.851659932605,298.0122381081288,b
384.6398938252702,321.2221964647664,b
401.0000378747461,254.13711569368843,b
422.20368045255816,304.7696004141957,b
460.34666336430774,351.50754612792826,b
454.62488697001197,329.4309045197061,b
476.47560552160826,324.4223392491881,b
442.6260071718027,384.3601061407494,b
443.4290661702581,296.461898422167,b
490.915856506494,277.17795623973336,b
478.46994199828123,234.94738476075912,b
489.45816177105803,235.0894791176778,b
482.9096507631957,264.0635482961986,b
457.34139198233703,242.71956105955837,b
483.1422316582936,233.7883932938101,b
482.55334054708027,231.30751742494135,b
392.0010141926845,257.9424336764011,b
400.2053836798762,241.03605634815847,b
396.91634619280376,288.85843308591905,b
383.5335524614484,341.35851043439925,b
410.0731821133809,345.4228907681191,b
468.629196568782,362.774440798143,b
519.2271615162888,367.8655056141197,b
569.0790042193381,358.2842205106133,b
575.1450572952945,364.64204521477194,b
568.9520914562216,351.06173700224826,b
577.1646316405149,297.49618430050555,b
545.9805872727932,294.51354267381896,b
573.1806198844203,258.6627407607635,b
566.0353657664806,238.8697074862576,b
472.21697541718277,258.6112583983604,b
520.7410683448769,263.51869344919993,b
513.8471481200613,230.58628460152647,b
473.15852251258053,246.28039788183753,b
444.6558435426782,204.69176410273673,b
407.10165388594163,270.72829782423923,b
406.3382749196802,285.719504968256,b
460.16013625221467,267.1873877812054,b
418.79369190128523,344.0593074028686,b
453.6669054389987,371.06825480845794,b
452.4922267667435,405.59452038350577,b
490.0204386690362,457.65712939559796,b
505.00494450035546,389.3306285418437,b
519.7087760999601,334.291107460427,b
527.0236304407226,316.02758967262787,b
531.0826161958647,284.06164494692393,b
501.8503514045432,310.4921506016958,b
552.8723731995484,280.8762153269972,b
540.429797281697,247.15869903691106,b
505.8578263538479,290.3693923770595,b
510.37937742441574,253.0363196909057,b
423.3358801372254,276.40795165349004,b
507.0943881485028,249.36850092718763,b
462.43215719348507,242.37333398694045,b
490.5645367859491,235.2058217172078,b
444.0100845465154,262.1689968741358,b
424.69156599371354,226.6543247204201,b
360.18727794461824,283.8486646488776,b
